Id,Category
16580,No
23443,Yes
6778,No
7520,No
15870,No
16920,No
27922,Yes
28115,No
15210,No
14591,No
23746,No
12573,No
2293,No
27436,No
17802,Yes
27130,No
26305,Yes
500,No
21170,No
23839,No
25712,Yes
6284,No
3089,No
28423,No
13224,No
6674,Yes
13111,No
30406,No
11152,No
18754,No
634,No
24218,No
12388,No
21408,No
24454,No
9797,Yes
20225,No
12485,No
5882,No
32764,No
2164,No
28381,No
10596,No
29141,No
14002,No
22695,No
6476,No
26116,No
24038,No
20467,No
27591,No
13747,No
8388,Yes
2061,Yes
12954,No
8086,No
7876,Yes
9879,No
2555,No
17670,No
7674,Yes
3892,No
10444,No
20849,No
18254,No
26750,No
11891,No
10790,No
17770,No
20366,Yes
259,No
30190,No
23367,Yes
20007,Yes
20937,No
32779,No
6206,Yes
12454,No
1932,Yes
33016,No
15972,No
27554,Yes
25874,No
10393,No
27547,No
16018,No
21627,No
21133,No
13209,Yes
13136,No
33636,No
16682,No
10256,No
22854,No
22889,No
36,No
33848,No
914,No
14851,No
11219,No
29727,No
20631,No
565,No
22900,No
24197,No
4140,No
20838,No
20697,No
15516,No
3143,No
20220,No
10310,No
10112,No
15040,No
16945,No
18444,No
26679,Yes
27450,No
33975,Yes
7006,No
22114,No
21553,No
9663,No
7013,Yes
12658,Yes
25568,No
24919,No
25272,No
7594,No
29173,No
20752,Yes
12142,Yes
3692,No
30093,No
3565,Yes
8940,Yes
22948,No
7401,No
16849,No
14011,No
12909,No
6744,Yes
2481,No
28251,Yes
33742,No
12524,No
23220,No
17403,No
29409,No
23525,No
10527,Yes
27916,No
4045,No
9575,No
21113,No
28055,No
3728,No
3244,No
20433,No
2921,No
18203,Yes
9981,No
33105,No
15247,Yes
969,No
5519,No
13456,No
22411,No
11647,No
1455,Yes
15670,No
21959,No
18943,No
29338,No
28494,Yes
14428,No
16941,No
12100,No
8992,No
13735,No
29463,No
10073,No
23221,No
8039,No
14334,No
27794,Yes
6773,No
34296,No
13252,No
22894,No
18447,No
7464,No
14990,No
24223,No
3633,Yes
9143,No
24864,No
1540,No
19362,No
5704,No
14403,No
19023,No
5518,Yes
2321,Yes
7502,No
16391,No
28624,No
26505,No
17233,Yes
25830,Yes
1141,No
20601,No
681,No
25803,Yes
24497,No
464,No
22888,No
2923,No
3006,Yes
19166,No
22441,No
7231,Yes
19273,No
17702,No
15438,No
11226,No
3696,No
19209,No
10724,No
24059,No
16831,No
15404,No
17719,No
16348,No
5762,No
26580,No
24451,No
18132,No
2830,No
30180,Yes
20772,No
25480,No
13902,No
6901,No
27553,No
18786,No
5978,No
8429,No
7436,No
22798,No
21193,No
19190,Yes
2427,Yes
6468,No
12770,No
32197,No
15712,No
29869,No
24958,No
13304,No
28952,No
1730,Yes
7872,No
53,No
974,No
15227,Yes
24043,No
879,No
9394,No
23390,No
32930,Yes
20023,No
19198,No
19629,No
883,No
15834,No
18069,No
5826,No
11677,No
4191,No
16009,No
5998,No
15293,No
6313,No
26969,No
26582,No
18583,No
30166,No
8403,No
34203,No
22743,No
16379,No
32048,No
17201,No
7733,No
3342,No
6533,Yes
7218,Yes
9741,No
29310,Yes
9756,No
15515,No
6783,No
6968,No
34356,No
29744,No
13156,No
17203,No
24309,No
15859,No
6699,No
17316,No
19409,Yes
20481,No
4256,No
25153,No
6391,Yes
12998,No
27626,No
13084,No
22135,No
159,Yes
1327,No
22061,No
22615,No
4033,No
11014,No
3537,No
19357,No
16284,No
19936,No
17092,Yes
34413,No
11005,No
21013,No
17256,No
5945,No
21788,No
26626,No
1723,Yes
30377,No
30265,No
12827,No
7239,No
2412,No
33114,No
14250,No
13429,Yes
9389,Yes
18020,No
9730,No
27573,No
2202,No
26821,No
25169,No
3962,No
29237,No
19350,No
20429,Yes
12237,No
2295,No
11544,Yes
29203,No
22482,No
4150,No
13945,No
28723,No
12755,No
14951,Yes
9403,No
1916,No
3510,No
2290,No
2977,No
6494,No
4076,No
15760,No
34378,No
21023,No
20061,Yes
2052,No
3109,Yes
8825,No
20204,No
25072,No
26341,No
9821,Yes
27435,No
6835,No
23200,No
3557,No
12284,No
17473,No
20147,No
33941,No
31863,No
12630,No
14765,No
28181,No
32558,No
23601,No
18085,No
11237,No
20971,No
4253,Yes
7937,No
23682,No
20356,Yes
25017,No
23650,No
33765,No
8215,No
19306,No
3460,Yes
23494,No
1657,No
6349,No
23139,Yes
10932,No
19685,No
12680,No
19425,No
9419,No
2863,No
16185,No
5499,No
30443,No
21497,No
28667,No
13964,No
9398,No
339,No
33940,No
25415,No
12457,No
21874,No
20277,No
20907,No
7296,No
32582,No
29628,Yes
26981,No
16142,No
5521,No
1021,No
7424,No
12072,No
5574,No
34410,Yes
29676,No
10908,No
7315,No
390,No
11499,No
1936,No
13398,No
16095,No
30441,No
12975,No
29035,Yes
8398,Yes
33098,No
15176,Yes
9699,Yes
11882,No
15590,No
31853,No
7985,No
18705,No
27101,No
24453,No
6130,No
26833,No
25600,Yes
26193,No
8482,Yes
10082,No
1955,No
34014,No
27818,No
33989,Yes
10070,No
28142,No
24127,No
8826,Yes
3203,No
33560,No
5593,No
33343,No
29194,No
2456,No
6003,No
33172,No
6312,No
22422,No
15075,No
29153,No
13663,No
27148,No
9536,Yes
21320,No
6180,No
19879,No
28454,No
17879,No
33046,No
23199,No
3368,No
29189,No
9771,No
21073,Yes
19992,No
28056,No
2638,No
26410,No
7584,No
14593,Yes
19377,No
28608,No
10054,No
2172,No
26259,Yes
22744,No
24905,No
15069,Yes
29279,No
29889,No
33988,No
15395,No
7106,No
415,No
23677,No
29751,No
10179,No
4063,No
20017,No
5763,No
21668,No
13501,Yes
29793,No
32274,No
11735,No
2437,No
9492,No
12124,No
22079,No
11682,No
7940,No
17323,No
19935,No
24112,No
21650,No
25012,No
8601,No
26144,No
13891,Yes
19437,No
6359,No
17804,No
13297,No
25338,No
2843,No
34282,No
14901,Yes
26758,No
22718,No
24679,No
28766,No
18777,Yes
9698,No
34407,No
9046,No
28123,No
14929,Yes
27674,No
30322,No
23362,No
17866,No
8534,No
17700,No
33459,Yes
21821,No
17380,Yes
7619,Yes
21858,No
22167,No
14230,No
6102,No
22049,No
15895,No
26826,No
26559,No
33464,No
16676,No
28348,No
10582,No
11855,Yes
5646,No
12905,Yes
8607,Yes
29984,No
23429,No
15442,No
11252,No
6782,No
27709,No
25802,No
29178,No
27186,No
14958,No
27431,Yes
13870,No
1397,No
25971,Yes
19985,No
5939,No
22328,No
1508,No
12820,No
10274,No
18532,No
26175,No
14382,No
4046,No
29277,No
3326,Yes
6853,No
25988,No
28236,No
5824,No
14714,No
31855,No
10770,No
22102,No
12000,No
14872,No
121,No
20158,No
29583,No
29710,No
24039,No
24283,No
16859,Yes
19930,No
6710,No
25597,No
27995,No
21758,No
33028,No
14836,Yes
27082,No
6525,No
7299,No
21845,Yes
22787,No
24270,No
13836,No
27113,No
1733,No
32902,No
18999,No
18561,No
29997,No
28699,No
11289,No
33040,No
14912,Yes
19696,No
18030,No
1961,No
29874,No
32794,No
32083,No
3234,No
9985,No
21913,No
8748,No
19686,No
25960,Yes
34118,No
33860,No
19751,No
509,Yes
10045,No
12363,No
2114,No
6812,No
3616,Yes
27464,No
11954,No
16303,No
15642,No
7820,No
13527,No
8145,No
26927,Yes
24591,No
17174,No
23641,No
19009,No
4210,No
15666,No
788,No
28741,No
33193,No
5652,No
30084,No
25416,No
17468,No
25823,No
13025,No
15436,Yes
30109,Yes
23745,No
18966,No
20102,Yes
3061,No
19345,No
27863,No
13238,No
6012,No
19307,No
28039,No
32804,No
15671,No
2470,No
27297,No
3600,No
29646,Yes
9832,No
21648,No
12055,Yes
26570,No
641,No
14762,No
24696,Yes
1178,No
24861,No
17483,No
28722,No
20156,No
32991,No
25231,No
22676,Yes
28863,No
21492,No
7487,No
11470,No
27010,No
3798,No
12063,No
2329,No
33605,Yes
9249,No
1261,No
11951,No
6671,No
33045,No
9133,No
13999,No
3925,No
10374,No
8445,No
24185,No
105,No
2009,No
26773,No
13225,No
6316,No
9499,No
29354,No
7910,No
29894,No
24760,No
30017,No
21425,No
23342,Yes
33869,No
23975,No
24612,No
6802,No
27747,Yes
14134,No
14566,No
11323,No
7626,No
16052,No
25591,No
14229,No
4100,No
20335,Yes
29295,Yes
33144,No
21638,No
27667,No
29353,Yes
19269,No
12099,No
33404,No
27309,No
20894,No
23054,No
8283,No
32082,Yes
33352,No
22838,Yes
16476,Yes
33194,No
27252,Yes
26370,No
14889,No
24514,No
21111,No
19725,No
33106,No
3832,No
17021,No
23535,No
32770,Yes
6597,Yes
10200,No
14199,No
12742,No
29619,Yes
22563,Yes
11703,No
28805,No
10946,No
27379,No
22822,No
9169,No
25011,No
18267,No
11474,No
9453,No
7410,No
25611,No
31909,No
4019,No
6509,No
15051,Yes
14629,No
19789,No
5619,No
3875,No
19672,No
13881,No
8338,No
24131,No
10371,No
9077,No
1831,No
28231,No
16919,Yes
6629,No
13113,No
20108,No
23910,No
27358,Yes
1567,Yes
1670,No
29771,No
8997,No
7402,No
8130,No
17212,Yes
14082,No
25070,No
2871,Yes
22289,No
16948,No
19123,No
5889,No
9723,No
18402,No
8971,No
10138,No
9697,No
1319,No
27042,No
11645,Yes
16866,Yes
1382,No
2094,No
7114,No
23867,No
19590,No
19906,No
33247,No
16846,Yes
6332,No
10954,Yes
16942,No
24981,No
18400,No
2457,No
3549,Yes
14270,No
11020,No
15197,No
12189,Yes
8281,Yes
26443,No
3818,No
18156,No
29303,Yes
20733,No
5760,No
34177,Yes
25574,No
15908,No
13620,No
22008,No
24716,No
25458,No
32645,No
19622,No
32515,No
25507,No
23930,Yes
18865,No
32099,No
19286,No
25813,No
1797,No
27065,No
10439,Yes
16228,No
21844,No
33805,No
27420,No
18153,No
381,No
6373,No
8729,No
16685,No
33484,No
8944,Yes
29015,No
14625,No
9518,No
16559,Yes
22958,No
26239,No
4388,No
31933,No
13183,No
18710,No
4317,No
26618,No
2656,No
12781,No
2428,Yes
13886,No
15396,No
29058,No
26292,Yes
33791,No
9993,No
12833,No
7506,No
21038,Yes
34015,Yes
28244,No
20707,No
11674,Yes
10669,Yes
34375,No
12125,No
8072,No
9184,No
9709,No
34137,No
15592,Yes
13316,No
13814,No
18868,No
15183,No
32550,No
14161,No
32061,No
17257,No
7199,No
20782,No
19744,No
15102,No
28628,Yes
11654,No
3681,No
13402,No
3941,No
29954,No
34180,No
3146,Yes
9369,No
16802,Yes
10375,No
32416,No
32594,No
358,Yes
16721,No
324,No
18433,No
10748,No
33712,No
12986,No
12469,No
27673,No
7332,No
16902,No
13293,No
24150,No
1304,No
4163,No
25126,Yes
14332,No
22657,No
28419,No
2476,No
5877,No
13155,No
33833,No
19585,No
10002,No
25643,No
8446,No
18015,No
6839,No
11044,No
11622,No
25912,No
27703,No
3241,No
22389,No
18816,No
19295,Yes
24964,No
25039,No
5888,No
26529,No
34053,No
11977,No
34029,Yes
14541,No
34340,No
30401,No
18348,No
26846,No
34069,No
22052,No
14330,No
13594,No
33048,No
14215,No
26340,No
2343,No
16627,No
7279,Yes
16382,No
32494,No
33090,No
142,No
20756,Yes
28502,No
18521,No
18770,No
19487,No
16129,Yes
23569,No
27302,No
24518,No
26303,Yes
21360,No
19525,No
6308,No
11436,No
20776,No
26081,No
23073,No
6606,No
29052,No
18568,No
7627,No
4222,No
20005,Yes
25820,No
30171,No
26149,No
3987,No
26467,No
32375,No
16822,Yes
21560,No
1654,No
12696,Yes
12092,No
18836,No
6709,Yes
23167,No
17605,No
27515,No
29282,No
8143,No
28951,No
22012,Yes
84,No
27181,Yes
4095,No
26230,No
13092,No
25060,No
22142,No
22712,No
24208,No
20529,No
1918,No
27480,No
32215,Yes
12045,No
26349,No
19245,No
18716,No
14627,No
6645,No
30424,No
22852,No
20120,Yes
28064,No
28504,Yes
34385,No
32793,No
24116,No
20351,No
23485,No
29690,No
3230,No
26996,No
4160,No
15755,No
4414,No
13909,No
22470,No
27678,No
525,No
15407,No
22103,No
29653,No
25446,No
13841,No
8531,No
20006,Yes
12883,No
21211,No
8845,No
1326,No
13997,No
24205,No
14843,Yes
14654,No
32577,No
25791,No
14306,No
25401,No
27586,No
548,No
10234,No
8755,Yes
17210,No
8896,No
24823,No
21578,No
15720,No
3547,No
23020,No
16088,No
19329,No
12073,No
23086,Yes
23171,No
26411,No
12487,No
9312,Yes
3057,No
27825,No
12165,No
10350,Yes
11535,Yes
16063,No
30115,No
23716,No
20315,No
3536,No
22634,No
29167,No
12079,Yes
1443,No
16613,No
9973,No
20245,Yes
27704,No
12247,No
10335,No
11746,No
8421,No
3689,No
642,No
10278,No
24391,No
25486,No
25511,Yes
13927,No
23543,No
30152,No
26485,No
25261,Yes
19705,No
8423,No
28294,No
12277,No
6281,No
592,No
16135,No
23837,No
33251,No
13159,No
33390,No
27858,No
7824,No
23440,No
27925,Yes
14924,Yes
28045,Yes
23645,No
14125,No
14717,No
26990,No
12452,No
24656,Yes
9609,Yes
2565,No
7462,No
910,No
26510,Yes
18290,No
243,No
19,No
14915,Yes
25340,No
2865,No
3070,No
26360,No
30012,Yes
22750,No
19550,No
10170,No
2458,No
12156,No
22037,No
30319,No
29958,Yes
3349,No
2394,No
29102,No
20811,Yes
7397,No
27793,No
28202,No
30213,No
22363,No
22932,No
26008,No
29410,No
8679,No
33413,No
18481,No
31924,No
28899,No
13494,No
25249,No
21262,No
65,No
22802,No
20686,Yes
6099,No
15734,No
29239,No
14738,No
7758,No
1146,No
28099,No
545,Yes
17027,No
18287,No
11405,No
3108,No
27650,No
25863,No
32727,No
13015,No
27370,No
20030,No
11125,No
28518,No
33722,No
16175,No
8015,Yes
34099,No
26050,Yes
563,No
32513,Yes
34450,No
69,No
34163,No
30244,No
19470,No
8110,No
20710,No
8256,No
17469,No
23428,No
9605,No
9309,No
19653,No
20906,No
22144,No
32551,No
14763,No
13446,No
17290,No
29719,No
10749,No
13432,Yes
16763,Yes
29616,Yes
16201,Yes
13241,No
23856,No
22644,No
24156,No
3517,Yes
11846,No
34280,No
22034,No
26517,No
6960,No
9571,No
25472,No
22957,No
27976,Yes
20541,No
3513,Yes
14267,No
27470,No
900,No
11648,No
17425,No
32584,No
18864,No
27426,No
28600,No
13137,No
16305,Yes
14507,No
26945,No
34243,No
3256,No
12708,No
32752,No
14873,No
798,No
13762,No
9068,No
9906,No
32818,Yes
26469,No
3697,No
12467,No
8955,No
6033,No
3670,No
16563,Yes
5675,No
30041,No
1013,No
1180,No
3807,No
7881,No
8275,Yes
2571,No
15703,No
28755,No
19741,No
18096,No
10056,No
2447,No
18870,No
31845,No
11695,No
8947,Yes
23511,No
15447,No
30238,No
28967,No
18431,No
32461,No
19503,No
27575,No
22029,No
10930,No
28237,No
25629,No
25191,Yes
13441,No
10639,Yes
12621,No
6204,No
897,No
18061,Yes
32665,No
15048,No
17463,No
30420,No
5921,No
18452,No
26234,No
1664,No
22784,No
16180,No
6128,No
29168,No
28582,Yes
31994,No
25089,No
19572,No
3674,Yes
3003,No
12129,No
21971,Yes
33785,No
2631,No
13203,No
16737,No
18311,Yes
7426,No
13744,Yes
33803,No
18264,No
18364,No
22652,No
6622,No
2046,No
25234,No
18419,No
30276,No
8210,Yes
19977,No
33536,No
3264,No
15173,No
33189,No
22435,No
28881,No
9760,Yes
8279,No
24566,No
28607,No
21121,No
13877,Yes
34186,No
650,No
9078,No
9258,No
9384,Yes
12310,No
7852,No
11108,No
5715,Yes
7305,No
8383,No
22556,No
25763,No
2982,No
33064,No
25603,No
1677,No
27952,No
12112,No
24944,No
27448,No
1754,No
12179,No
11016,No
11637,No
27373,No
8927,No
16148,No
20273,No
11848,No
8570,No
33887,Yes
24449,No
29692,No
9732,No
18905,Yes
16731,No
7773,No
20257,No
19161,No
8926,No
29287,No
2026,No
8305,No
11753,No
3808,No
18282,No
32885,No
12131,No
396,No
32920,Yes
19833,No
14594,Yes
29208,No
404,No
34457,No
18654,No
24062,Yes
18303,No
13776,No
3835,Yes
34176,No
9798,Yes
7960,No
21462,No
28468,No
2821,Yes
17482,No
22870,Yes
859,No
30010,Yes
9726,No
20885,No
6758,No
26025,Yes
13020,No
24850,No
20443,Yes
7723,No
18011,No
12051,No
8591,Yes
33819,Yes
21849,No
29329,No
12214,No
18483,No
22589,No
18893,No
13535,No
12735,No
4087,No
11267,No
16195,No
7149,No
6672,No
3101,No
19733,No
8958,No
1052,No
9225,No
6336,No
18956,No
624,No
28852,No
2913,No
11994,No
1520,Yes
11029,No
7988,No
9626,Yes
28794,No
7338,No
7617,Yes
15898,No
1774,No
15323,No
27251,No
14061,No
29953,Yes
27488,No
64,No
24536,No
9970,No
28635,No
3641,No
26553,No
24457,No
5951,Yes
27146,No
1588,No
10515,No
8705,No
3127,No
20929,No
14614,No
3650,Yes
32169,No
33842,No
29265,No
20167,No
32483,No
33463,No
13808,No
12164,No
124,No
24222,No
25351,No
13479,No
21646,No
9376,No
20820,No
24417,No
12759,No
1008,No
10695,No
27542,No
13338,No
28979,No
14463,No
4112,No
17575,No
9293,No
5576,Yes
28234,No
15609,No
25205,No
1542,No
21195,No
8402,No
6975,No
2829,No
12636,No
14861,No
10960,No
9994,No
26012,Yes
17860,Yes
17614,No
9217,Yes
9505,No
23163,No
33949,No
19249,No
7504,No
11050,Yes
18012,No
27356,No
2628,No
26283,No
12777,No
15513,No
5846,No
10478,No
11402,No
1209,No
21742,No
20345,Yes
11106,No
13160,No
28960,No
8807,No
28362,Yes
10666,No
25525,No
7292,No
13226,No
22014,No
12940,Yes
5968,No
21168,Yes
1945,No
24664,No
24651,No
19619,No
5765,No
29972,No
1894,Yes
28250,Yes
8809,No
28729,No
5973,No
33820,No
2689,No
6748,No
11546,No
14732,No
1601,No
28323,No
24304,No
9478,No
17788,No
6264,No
6326,No
8463,Yes
15333,No
20458,No
26398,No
2002,No
12017,No
6962,No
33757,No
15725,No
11711,No
28090,No
2471,Yes
7660,No
13898,No
15452,No
28104,No
14277,Yes
16709,No
16744,Yes
16120,No
34262,Yes
7014,No
32875,No
1281,Yes
33632,No
25124,No
1896,No
18201,No
14404,No
2590,Yes
9514,Yes
23311,Yes
34334,No
7748,No
29994,No
533,No
11141,No
16956,No
11621,No
1948,No
14720,No
28859,Yes
3464,No
1214,No
24714,No
29537,No
16971,No
32287,No
19549,Yes
24438,No
16068,No
16028,No
14707,No
191,No
23244,Yes
18256,No
20745,Yes
28398,No
23524,No
14758,No
2912,No
10633,No
5800,No
2064,No
1969,Yes
3874,No
25625,No
5730,No
21711,No
27236,No
27669,No
10864,No
14301,No
17171,No
28734,No
18283,Yes
687,No
23854,No
6521,No
1492,No
9480,Yes
8799,No
15984,No
33767,No
33289,Yes
26615,Yes
12725,No
26026,No
26463,No
25567,No
27121,No
17819,No
29486,No
26515,No
15560,No
27060,No
4047,No
13609,No
14672,Yes
16984,No
25198,Yes
21377,No
22004,No
26590,No
17393,No
15647,No
7204,Yes
19472,No
22027,No
13450,No
2429,No
3995,No
8863,Yes
656,No
8831,Yes
34184,No
27593,Yes
29949,No
13781,No
7533,No
28841,No
27520,No
5985,Yes
18060,No
18745,No
3903,No
25403,No
753,No
17496,Yes
16604,No
28421,No
20239,Yes
27386,No
18537,No
23556,No
12541,No
16206,Yes
32816,No
8151,Yes
9072,No
4372,Yes
19404,No
26713,No
26757,No
11817,No
5566,No
29494,No
25965,Yes
27133,No
24917,No
20689,No
23843,No
1914,No
